proc_gyro:3d:mean_z,discrete:time_of_day:between21and3,discrete:wifi_status:is_reachable_via_wifi,raw_magnet:magnitude_stats:mean,raw_magnet:3d:mean_y,discrete:time_of_day:between15and21,raw_magnet:3d:mean_x,discrete:app_state:is_active,raw_acc:magnitude_stats:mean,discrete:time_of_day:between12and18,discrete:time_of_day:between18and24,proc_gyro:3d:mean_y,proc_gyro:3d:mean_x,watch_acceleration:3d:mean_x,discrete:time_of_day:between6and12,discrete:time_of_day:between3and9,discrete:battery_state:is_unplugged,audio_properties:max_abs_value,discrete:time_of_day:between0and6,watch_acceleration:magnitude_stats:mean,raw_acc:3d:mean_x,discrete:on_the_phone:is_True,watch_acceleration:3d:mean_z,proc_gyro:magnitude_stats:mean,discrete:battery_state:is_charging,discrete:app_state:is_inactive,lf_measurements:battery_level,location_quick_features:lat_change,location_quick_features:long_change,raw_acc:3d:mean_z,watch_acceleration:3d:mean_y,discrete:time_of_day:between9and15,raw_magnet:3d:mean_z,raw_acc:3d:mean_y,label_source
-0.026493589141559963,0.0,1.0,231.60768675017366,14.742484020264534,0.0,-217.22393735897273,0.0,0.9775586764324569,0.0,0.0,0.008950012541542793,-0.0028991479211205235,-2.0636972369775517,1.0,0.0,0.0,9.705723858514855,0.0,999.214222900231,0.014838427636694405,0.0,-564.0722179129032,0.0356716278626658,0.0,0.0,0.46,1.120737759244454e-05,1.9787149021880412e-05,0.9776057139327663,96.47290684341296,1.0,-26.16386341859696,-0.02030222869464263,2
-0.03419069173277591,0.0,1.0,249.14245459362382,19.084166896237313,0.0,-245.0975591193965,0.0,0.9990772551224975,0.0,0.0,0.009224443708308114,-0.0025008498770991254,-1.0551560495002157,1.0,0.0,0.0,9.725739169490529,0.0,1006.1807052681722,0.011007849790236187,0.0,-359.920926100595,0.04433225864761692,0.0,0.0,0.45,-6.805986707660647e-05,-0.00010483492003201716,0.9990077134054023,153.2864835325746,1.0,-13.214253415474024,-0.0225092775971472,2
-0.03671334258736437,0.0,1.0,195.9607696537871,24.82293600756101,0.0,-192.70934261639235,0.0,1.0061402676474451,0.0,0.0,0.00876186410009019,-0.002114756640103539,-0.5394949747703772,1.0,0.0,0.0,10.050693226954722,0.0,1010.0527056559855,0.0203117096783584,0.0,-257.598138071858,0.04542912836909506,0.0,0.0,0.45,-2.8455630614954154e-05,3.860099741793666e-05,1.0059021864770925,181.64818537501756,1.0,12.985142175158627,-0.015621079735309632,2
-0.03658495581442063,0.0,1.0,190.57001757880496,53.51640901562244,0.0,-180.3455981114739,0.0,1.0079402336171703,0.0,0.0,0.009021073493119845,-0.0015873214571104064,-0.2758405526275955,1.0,0.0,0.0,9.98042066284068,0.0,1012.204779860927,0.024844316046391535,0.0,-206.31287381008573,0.041911314666191385,0.0,0.0,0.45,-2.815009483394052e-05,1.270826914747442e-05,1.0075890454569556,195.80652882522116,1.0,20.682324977430937,-0.011905948658522656,2
-0.03571391072688499,0.0,1.0,189.25421777603904,60.18209438790554,0.0,-177.64028603521052,0.0,1.0081088205046225,0.0,0.0,0.009691802687559032,-0.0019472873892196448,-0.14103562411546514,1.0,0.0,0.0,10.037325772092611,0.0,1013.4009118133285,0.02686570396013444,0.0,-180.60815660025656,0.03935877337595865,0.0,0.0,0.44,1.2855801984528908e-05,-1.1244078509077592e-05,1.007727303336902,202.87446467644497,1.0,22.120396377996123,-0.007081310062991183,2
-0.03537688781512266,0.0,1.0,188.4826102168207,61.14994891790942,0.0,-176.7923761450171,0.0,1.0083677234970452,0.0,0.0,0.007712239324156662,-0.0025247182524326464,-0.07211067074859406,1.0,0.0,0.0,10.228031014850965,0.0,1014.065727015458,0.02426965871623042,0.0,-167.7246802967172,0.04137550894212489,0.0,0.0,0.43,-3.532910451459465e-05,-4.7973186335302314e-05,1.0080043477995173,206.4028235817586,1.0,22.24991324784543,-0.010638334002765246,2
-0.03672329022984791,0.0,1.0,188.59186885154966,61.284485511859565,0.0,-177.01350616406984,0.0,1.0087454113525336,0.0,0.0,0.00913623450773249,-0.0017485174362828202,-0.03686975449234704,1.0,0.0,0.0,10.036210954053054,0.0,1014.43523411883,0.02456888823840095,0.0,-161.26734562507212,0.040361969926134084,0.0,0.0,0.43,9.028963657946129e-05,8.750613237446173e-05,1.0083706456986155,208.16420297551053,1.0,21.64506704859409,-0.011069694647984043,2
-0.03608898090895367,0.0,1.0,216.19201438309025,61.88570103694724,0.0,-205.80950979743463,0.0,1.008651094618215,0.0,0.0,0.009016177536984828,-0.0019496064984531854,-4.051374008130274,1.0,0.0,0.0,10.006760162397999,0.0,1013.8538639829956,0.015465427576202055,0.0,-586.0598263404853,0.0417583403148969,0.0,0.0,0.43,0.00011624794739710902,0.00015089060949463547,1.0084756067929928,104.52358100678694,1.0,-14.724915952474365,-0.006676808328232848,5
-0.03711893087689671,0.0,0.0,229.38905255349897,58.95925253223908,0.0,-220.4289617605,0.0,1.0090545466689846,0.0,0.0,0.009117308808850392,-0.0016157016448883326,-6.62897552023491,1.0,0.0,0.0,10.101278028860802,0.0,1013.5849576453916,0.011010149697001679,0.0,-799.0387188126799,0.04348063258544779,0.0,0.0,0.42,-0.00012800864431981724,-7.844234151750201e-05,1.0089397410509566,53.73559439438475,1.0,-21.85467188394798,-0.00810355789616003,6
-0.03662970677231849,0.0,1.0,231.69621151825885,58.511489713782325,0.0,-222.9561907609778,0.0,1.0090008246824342,0.0,0.0,0.009624682997095898,-0.0020060960208286736,-7.987101411296205,1.0,0.0,0.0,10.225083569765166,0.0,1012.5398402317651,0.01002761548401652,0.0,-904.7773936318149,0.046189086220843605,0.0,0.0,0.42,-5.222755483569289e-05,-3.1861895424111166e-05,1.0088922523790105,28.705466495057216,1.0,-23.159790537642753,-0.008161130351477558,5
-0.03767719446636107,0.0,1.0,238.27166448901656,49.94066739431241,0.0,-232.0252525942595,0.0,1.00934709759203,0.0,0.0,0.008230714746912794,-0.0018846378588643087,-7.868296297041571,1.0,0.0,0.0,10.226262847818555,0.0,1011.9700171368316,0.00940317204248528,0.0,-957.7944980418312,0.04541684519818352,0.0,0.0,0.42,-5.8050925599393235e-06,9.136250449109465e-07,1.009233776127242,16.23735655252229,1.0,-21.011016459888317,-0.00960431602693749,6
-0.038317187668237385,0.0,1.0,242.89127521233922,56.652589472871675,0.0,-235.3892754607291,0.0,1.0093977220088,0.0,0.0,0.008731157380167654,-0.0020743075882599217,-6.9943451967236285,1.0,0.0,0.0,10.018670630044435,0.0,1011.6643646360525,0.008779691974917826,0.0,-984.3869934002631,0.04565534792308191,0.0,0.0,0.42,1.686385245504509e-05,1.8411810673649477e-05,1.0093070984286774,10.040286537278789,1.0,-18.142234838843798,-0.00903865176335314,6
-0.038816344996617576,0.0,1.0,244.95884713592918,58.99198995578172,0.0,-237.04909587225268,0.0,1.009497952500313,0.0,0.0,0.008350034571233633,-0.002491644825719391,-6.9943451967236285,1.0,0.0,0.0,10.040696011260298,0.0,1011.9301000292917,0.009094917250347244,0.0,-998.2056726760339,0.046153536034675195,0.0,0.0,0.41,5.920155215566958e-05,4.1612832603159195e-05,1.009406385180936,6.282760373284474,1.0,-17.543509071715185,-0.00916609414750466,6
-0.03885416165051132,0.0,1.0,251.65321161908446,49.97978568502714,0.0,-245.85406802933724,0.0,1.0096220400808662,0.0,0.0,0.008243433088094079,-0.00275267897642216,-6.99431043179787,1.0,0.0,0.0,10.061989914469033,0.0,1011.8869095292481,0.00682376056754983,0.0,-1004.9151237141269,0.045403268663830494,0.0,0.0,0.41,2.8219816384149825e-05,1.7053723014840287e-05,1.0095309889453934,4.292511822581623,1.0,-19.690041273278702,-0.010386186129925128,6
-0.04043533779815295,0.0,1.0,252.6591059139269,46.9958689307554,0.0,-247.41433444329348,0.0,1.009640021462733,0.0,0.0,0.003915393224884328,-0.006021196222711049,-6.5719760931176925,1.0,0.0,0.0,10.071800186265222,0.0,1011.6709679638907,0.007283101618589022,0.0,-1008.0727551508642,0.053145896586430215,0.0,0.0,0.41,-7.468211660167546e-06,-4.2256038667828796e-07,1.0095383806981724,3.756835547387928,1.0,-20.58299025037832,-0.011321158877217751,6
-0.04019214592469816,0.0,1.0,252.4650620795093,46.0142729294253,0.0,-247.4087100010624,0.0,1.009670020671944,0.0,0.0,0.008060367064650287,-0.003251011694832576,-7.969131925422138,1.0,0.0,0.0,10.069485969968065,0.0,1011.7869972446728,0.008004508988138178,0.0,-1009.906213194546,0.045851800313291585,0.0,0.0,0.4,-2.3918684618017534e-05,-2.8982601528192475e-05,1.009560278129758,3.5809961282834917,1.0,-20.387268805924013,-0.011782607208662485,6
