proc_gyro:3d:mean_z,discrete:time_of_day:between21and3,discrete:wifi_status:is_reachable_via_wifi,raw_magnet:magnitude_stats:mean,raw_magnet:3d:mean_y,discrete:time_of_day:between15and21,raw_magnet:3d:mean_x,discrete:app_state:is_active,raw_acc:magnitude_stats:mean,discrete:time_of_day:between12and18,discrete:time_of_day:between18and24,proc_gyro:3d:mean_y,proc_gyro:3d:mean_x,watch_acceleration:3d:mean_x,discrete:time_of_day:between6and12,discrete:time_of_day:between3and9,discrete:battery_state:is_unplugged,audio_properties:max_abs_value,discrete:time_of_day:between0and6,watch_acceleration:magnitude_stats:mean,raw_acc:3d:mean_x,discrete:on_the_phone:is_True,watch_acceleration:3d:mean_z,proc_gyro:magnitude_stats:mean,discrete:battery_state:is_charging,discrete:app_state:is_inactive,lf_measurements:battery_level,location_quick_features:lat_change,location_quick_features:long_change,raw_acc:3d:mean_z,watch_acceleration:3d:mean_y,discrete:time_of_day:between9and15,raw_magnet:3d:mean_z,raw_acc:3d:mean_y,label_source
0.003726005501250838,0.0,1.0,512.3587761236828,-36.3175239331531,0.0,-32.65772495889614,0.0,0.9958718830698335,0.0,0.0,-0.004944150345410108,0.039182260222854745,57.419600141954305,1.0,0.0,0.0,-1.317651072479688,0.0,1054.633968980258,-0.006833218600550362,0.0,-671.7477429937276,0.1740691325721665,1.0,1.0,0.52,-1.0340465890383556e-05,3.6041990938184093e-06,-0.9372118354501904,240.32957476614845,1.0,-508.03619865174056,-0.047282798022115075,2
0.001114780556604102,0.0,1.0,518.538194393093,-34.95571632513959,0.0,-14.409684561861344,1.0,0.9928212530703789,0.0,0.0,-0.0017633494402611001,0.013049001679930419,19.93604663412699,1.0,0.0,0.0,-1.917626425790035,0.0,1038.2565190254265,-0.004834165952301301,0.0,-844.1434597380429,0.06258236306106228,1.0,0.0,0.53,-3.40637889497592e-06,1.1865789800562123e-06,-0.9720364546326165,125.65506746315573,1.0,-516.8531828795409,-0.05968828254262456,2
0.00042340728892339063,0.0,1.0,519.7392448865552,-34.637745319856634,0.0,-10.624581130597043,1.0,0.9920980918323241,0.0,0.0,-0.0003762645308224672,0.004295284193916098,1.654510419616667,1.0,0.0,0.0,-2.34352187070791,0.0,1029.591877801198,-0.004306797652967852,0.0,-931.060777830179,0.025665285171066442,1.0,0.0,0.54,-1.122136787562767e-06,3.906470312159117e-07,-0.9837785795876406,69.37835436610432,1.0,-518.4423341566657,-0.06378280561525566,2
-0.07404406263909014,0.0,1.0,808.6753021450738,-330.53966115300364,0.0,-258.86611822428915,1.0,0.9965907216648203,0.0,0.0,-0.035524330455603,0.012653279623902527,-30.5798082734989,1.0,0.0,0.0,-1.2314975560386263,0.0,1023.4236946225062,-0.019518646448541926,0.0,-921.1544320389228,0.2159571770968718,1.0,0.0,0.55,-3.6965675540641453e-07,1.2860930925185955e-07,-0.9729755844035156,-60.18012875399573,1.0,-641.4660424036114,-0.048455074838093345,2
-0.024588344312094043,0.0,1.0,808.6753021450738,-330.53966115300364,0.0,-233.26261482077098,1.0,0.9955637778121254,0.0,0.0,-0.01213879902455928,0.004036778880390158,0.15970437960710626,1.0,0.0,1.0,-1.1666203626130178,0.0,1016.6086549907666,-0.006256686737795048,0.0,-948.989658736834,0.07592116329261264,0.0,0.0,0.55,-1.2177313704721087e-07,4.234091930702155e-08,-0.9877190174639798,-149.59175125460234,1.0,-711.5892629897179,-0.026039344786373653,2
-0.008197895072790184,0.0,1.0,808.6753021450738,-330.53966115300364,0.0,-227.86678226426218,1.0,0.995751343788287,0.0,0.0,-0.004026980263235202,0.0012388586933341035,-5.298019570685373,1.0,0.0,1.0,-1.4132398209796355,0.0,1018.2550372890822,-0.000659956910631183,0.0,-984.4647298574652,0.027754816857753495,0.0,0.0,0.55,-4.011477320363204e-08,1.3939530957692233e-08,-0.9930988271005143,-73.64352363132366,1.0,-724.7098192052435,-0.018336555678209722,2
-0.001513719245638626,0.0,1.0,572.1971627853692,-104.44463164737101,0.0,-89.5785344146459,1.0,0.9904613976031483,0.0,0.0,-0.004868963202409524,-0.0041384061939094535,-7.979051030882355,1.0,0.0,1.0,-1.2733876207040318,0.0,1019.8112112900923,0.05451718222051951,0.0,-1002.9714483335074,0.11868605360505724,0.0,0.0,0.55,-1.3214696346000824e-08,4.589189996359785e-09,-0.8636683894693352,-36.346659026309304,1.0,-575.118468009385,-0.37947333388991805,6
-0.005504162466359693,0.0,1.0,618.7105850762638,-70.34938161067703,0.0,-71.47971180934186,1.0,0.9939680459700083,0.0,0.0,-0.00229711637861774,-0.0015881918254563947,19.777030231024703,1.0,0.0,1.0,-1.0870645266791743,0.0,1021.1061621996818,0.017480889175108524,0.0,-992.1519834695295,0.04800133178211802,0.0,0.0,0.55,-4.353214179488281e-09,1.510858929659096e-09,-0.9522042522658496,-75.34713193970339,1.0,-614.7253844938652,-0.11616812584251662,6
-0.0016539711227847665,0.0,1.0,618.3733190646973,-71.50552619088754,0.0,-74.20569864288501,1.0,0.9954280065176142,0.0,0.0,-0.0008482379883149227,-0.0005188618559704974,-200.63378137541994,1.0,0.0,1.0,-1.3653672255396239,0.0,1024.899005403499,0.006008773443840529,0.0,-541.5296713096141,0.018186538404121915,0.0,0.0,0.55,-1.4340453383352113e-09,4.974068859954148e-10,-0.9816326590092054,-83.4704386359484,1.0,-610.4852216876731,-0.029064182718471582,6
-0.0003610620736388085,0.0,1.0,598.7757720376743,-68.89531389183443,0.0,-66.96387058348752,1.0,0.9961423240453479,0.0,0.0,-0.00046905983108314184,-0.0003628758489699589,-575.1967246644002,1.0,0.0,1.0,-1.3772985627977208,0.0,1019.7938508343304,0.003074302619225079,0.0,-322.87152829570744,0.008993980354355993,0.0,0.0,0.55,-4.724063525499887e-10,1.637569235477735e-10,-0.9916003932274655,82.07912017907654,1.0,-590.7702258819272,-0.009367753952597258,6
-0.00010003201085785661,0.0,1.0,594.7445552269661,-68.12607083859176,0.0,-65.4520854026294,1.0,0.9966670111067507,0.0,0.0,-0.00016660361143985781,-0.00015418745827368272,-408.89754368760964,1.0,0.0,1.0,-1.487958339852658,0.0,1026.627122722606,0.0005359228923973083,0.0,-601.0087133346237,0.00441590159997986,0.0,0.0,0.54,-1.55621134118856e-10,5.391226129925057e-11,-0.9951748171417786,74.4194220847014,1.0,-587.0689054998637,-0.0026750496773315074,6
-1.8895991739147972e-06,0.0,1.0,594.039903512451,-68.00270950967895,0.0,-64.94287746466473,1.0,0.997112537790738,0.0,0.0,-0.00014155526894740823,-0.00016540143432178616,-689.3514693395703,1.0,0.0,1.0,-1.824021343272537,0.0,1018.0711625670546,0.0018060643542179204,0.0,-364.1671811693734,0.0027943129919761125,0.0,0.0,0.54,-5.126505444669332e-11,1.7749062790317598e-11,-0.9966195837142291,124.4890543050463,1.0,-586.5134011793923,-0.0010738965762279401,6
-0.0030637403809930302,0.0,1.0,585.0154871890985,-66.63878067374634,0.0,-63.15447944658581,1.0,0.9970981727906835,0.0,0.0,0.0003164358441303225,-0.0028371382308776645,-590.7934156078533,1.0,0.0,1.0,-0.9451307454829234,0.0,1023.9920431423465,0.0014202557598317267,0.0,-368.2417015499069,0.13265865203945343,0.0,0.0,0.54,-1.6887846386051968e-11,5.843368880151498e-12,-0.9918348161684217,270.65214572139166,1.0,-577.5290695988524,-0.008564729521657927,6
-0.0008551889320120905,0.0,1.0,577.0367481373463,-69.42171100567262,0.0,-56.737900381430485,1.0,0.9974395447530705,0.0,0.0,-1.4247687933949228e-05,-0.001180216447442951,-496.17533577269506,1.0,0.0,1.0,-0.7190431282255977,0.0,1025.4621533902491,0.0011250878052348353,0.0,-379.0147042378609,0.04729941198161383,0.0,0.0,0.54,-5.5632313012647986e-12,1.9237612866043607e-12,-0.9957050007357219,167.00983520395462,1.0,-569.7602294590345,-0.0016955453432858855,6
-0.00030638595926678997,0.0,1.0,564.6449609815384,-3.428988819242065,0.0,-23.91176678076559,0.0,0.9975272210914784,0.0,0.0,-0.000143975190879483,-0.0005397514649373655,-394.81412979557047,1.0,0.0,1.0,-1.598196841504507,0.0,1031.4861532030418,0.000697883853599549,0.0,-418.1723149273504,0.017495045256736532,0.0,0.0,0.54,-1.83265182569012e-12,6.33343121706483e-13,-0.996950267102709,434.4166660796053,1.0,-562.6345169463974,0.0018920193655310156,6
0.0013585919750258384,0.0,1.0,549.9132473307665,-55.60498575729216,0.0,-26.287294897463745,0.0,0.9919205473195043,0.0,0.0,-0.003051585184184517,0.012111750852599384,-555.829981512943,1.0,0.0,1.0,-1.0445208427658885,0.0,1030.524463058118,0.06329611228770907,0.0,-356.80310315860623,0.1860362469976419,0.0,0.0,0.54,-6.037161736276811e-13,2.0851002284225075e-13,-0.8071754460152201,529.4949997187467,1.0,-544.364211580737,-0.42842964424381313,6
0.027812831985204765,0.0,1.0,527.5226288879111,-71.97336682513011,0.0,-36.96288378173364,0.0,1.008803123093289,0.0,0.0,0.0170634895965487,0.0030160293415783038,-289.00923000908165,1.0,0.0,1.0,-0.5640116564069053,0.0,1040.195137475018,0.06005507200866036,0.0,-454.45255220081947,0.49024536134448393,0.0,0.0,0.53,-1.9887750263877813e-13,6.864593320052615e-14,-0.8876368396918569,582.1188907497191,1.0,-519.612130799683,-0.17409156721388946,6
0.028795489561150207,0.0,0.0,503.5701628059182,-79.8408984993456,0.0,-49.335947094365515,0.0,1.0029170554246971,0.0,0.0,-0.027194872080418542,0.017229126353508966,294.3655678677551,1.0,0.0,1.0,-0.41943380468714586,0.0,1137.3614039891297,-0.07513047232195974,0.0,-310.51960749728545,0.656655807846098,0.0,0.0,0.53,-6.551466199451127e-14,2.259970087162757e-14,-0.8268974618234243,463.5114931673697,1.0,-493.6478164753753,-0.3330469744705627,6
0.050653461100484326,0.0,1.0,489.6381003412842,-69.58620049549528,0.0,-59.231475390371195,0.0,1.1142725287921509,0.0,0.0,-0.08909905436214853,-0.017818506417594273,513.6119895274728,1.0,0.0,1.0,-1.2897116945215434,0.0,1195.7901711838203,-0.34996615335707815,0.0,-181.06998350829573,1.4997694687157215,0.0,0.0,0.53,-2.1581983277670895e-14,7.440302078712642e-15,-0.5435026089852704,203.25532947078392,1.0,-479.9817247058843,-0.03006433368990452,6
0.05213364636307875,0.0,0.0,477.9024541660445,-32.742456006399564,0.0,-45.252535489233196,0.0,1.072596730404927,0.0,0.0,0.04607443595856585,-0.042749985462857076,513.6119895274728,1.0,0.0,1.0,-1.785221292487022,0.0,1225.8253616234258,-0.28160811202072394,0.0,-81.16945459949721,1.3516787044370506,0.0,0.0,0.52,-7.10958414525116e-15,2.4495056521740997e-15,-0.2338677699941133,206.07212839944233,1.0,-473.8172594873319,0.6391214678705481,6
0.012246676484888981,0.0,1.0,497.4667788357472,-57.120830241746546,0.0,-24.05312518317255,0.0,1.0285457273375282,0.0,0.0,-0.022886777445172674,0.004244201750920593,465.0629087274494,1.0,0.0,1.0,-2.525220515239808,0.0,1209.0712888967855,-0.08997528309676306,0.0,-176.81658762764852,1.0419045225409287,0.0,0.0,0.52,-2.3420547624417195e-15,8.064293460879245e-16,-0.20925863175461656,111.8868126490654,1.0,-493.3006848248113,-0.11199128325112317,6
-0.01740101535975739,0.0,1.0,493.192605979969,-32.74771239559724,0.0,-25.940458933624292,0.0,1.1878310166942099,0.0,0.0,0.009426995660506407,-0.03169592816317217,819.2677562040046,1.0,0.0,1.0,-2.543585867935933,0.0,1272.83475001772,0.03671154449849237,0.0,-3.788240992378064,2.3555617005507834,0.0,0.0,0.51,-7.715248034499722e-16,2.6549368835078533e-16,-0.6974061736350594,85.38941700425683,1.0,-490.9521528361121,0.49072602533100773,2
-0.03943752328062345,0.0,0.0,515.9135826644009,-59.40635162353757,0.0,-51.15657539736797,0.0,1.054298168747817,0.0,0.0,-0.01198061630816643,-0.013426161618811779,22.964618786824303,1.0,0.0,1.0,-2.5991645034185433,0.0,1167.3280765533304,0.027460814624955303,0.0,28.78681844492705,1.1814313790791329,0.0,0.0,0.51,-2.541573885821257e-16,8.74061675657557e-17,-0.7216494896414262,360.1140532013427,1.0,-509.61915026039236,-0.26095321687789996,2
-0.0532368643308722,0.0,0.0,514.4236745808273,-73.02230505027315,0.0,-53.93342477259179,0.0,1.0654857640672488,0.0,0.0,-0.050696827795435176,0.09050131649935614,106.47986347454588,1.0,0.0,1.0,-1.4782506108250903,0.0,1130.889784257453,0.4020473871035388,0.0,94.91291835708289,1.5261791134987497,0.0,0.0,0.51,-8.372508295525489e-17,2.8775968935422576e-17,-0.23959931041699295,442.8120747141551,1.0,-505.73515744224187,-0.1551179738137441,2
0.003760692271342181,0.0,0.0,507.9965444997422,-83.54188065373049,0.0,-52.12114123173324,0.0,1.0145382976657322,0.0,0.0,-0.05024131960965062,0.08613158421834564,-228.4185363823034,1.0,0.0,1.0,-0.69787705562304,0.0,1090.9968998794504,0.22427590857945406,0.0,-163.18113554252972,0.9320901101868009,0.0,0.0,0.51,-2.7580899988666714e-17,9.47366085521892e-18,-0.5394063292046014,479.5362326019266,1.0,-497.63363700958394,-0.3949469876208429,2
-0.13021905024769254,0.0,0.0,528.4504540542036,-76.01412963471753,0.0,-29.768159555845727,0.0,0.9941582492674378,0.0,0.0,-0.07425856148175694,0.006011744978087583,-333.79095699926717,1.0,0.0,1.0,-0.351887565842857,0.0,1085.52511301975,0.2564166548737397,0.0,-130.3183272089951,0.5604367615031114,0.0,0.0,0.5,-9.08576041174398e-18,3.1189305979972306e-18,-0.6930216911243618,646.9854661334886,1.0,-521.9994478089686,-0.4608506674915885,2
-0.035214483233227095,0.0,0.0,531.0458404699482,-80.22558418160916,0.0,-12.92659291955642,0.0,1.003516966811387,0.0,0.0,-0.019959129256542134,-0.00104895366986206,-437.05930968782616,1.0,0.0,1.0,-0.17745939386347492,0.0,1071.1635464811673,0.2994077297776612,0.0,-380.3603010673251,0.31176401913166274,0.0,0.0,0.49,-2.993051071340502e-18,1.0268182726600859e-18,-0.7717663987688909,353.8762550967956,1.0,-524.3054292248187,-0.4585724232382998,2
-0.015695415165045357,0.0,0.0,529.9994147781046,-87.22396592518399,0.0,2.7878149698524535,0.0,0.9903103713539259,0.0,0.0,-0.00983275772860053,0.002390737715081176,-453.97109534226195,1.0,0.0,1.0,-0.0924748460100276,0.0,1058.3421477167687,0.3023138333313581,0.0,-570.4547831164298,0.1334417708889014,0.0,0.0,0.49,-9.859774316823528e-19,3.3805040924786186e-19,-0.7885446755058897,438.62442444584735,1.0,-522.4857408321062,-0.4776470486833074,2
0.01374117537947796,0.0,0.0,545.2433403285443,-81.37392037789874,0.0,-19.773428046917466,0.0,0.9933254823993006,0.0,0.0,0.010257785718963573,-0.007065822378051089,-416.0927580863888,1.0,0.0,1.0,-0.06659358632953395,0.0,1058.8090015916703,0.31766715021155556,0.0,-612.7168197923331,0.08671198402279452,0.0,0.0,0.48,-3.248028425226736e-19,1.1129338290464675e-19,-0.7723221877009045,565.5693766062132,1.0,-538.9300990490193,-0.5085145321525704,2
0.00027444554060865843,0.0,0.0,546.0239983730478,-78.28275608358791,0.0,-17.279764355012006,0.0,0.9866041321468113,0.0,0.0,0.0008923467471693581,-0.0007714558366719963,-251.13830202953793,1.0,0.0,1.0,-0.06377521348849982,0.0,1033.3624863415237,0.32048220477483763,0.0,-384.5761171138922,0.036649023478989275,0.0,0.0,0.48,-1.0699726294018875e-19,3.664014815399504e-20,-0.790219668046019,-109.97381688509859,1.0,-540.0391475599804,-0.48280301422697103,2
0.03609233442218996,0.0,0.0,543.855224243946,-75.84655955120682,0.0,-9.662034149143615,0.0,0.9923733103180442,0.0,0.0,0.02142245672750085,-0.01604880139342558,-309.5551518797078,1.0,0.0,1.0,-0.056458101107887376,0.0,1046.410657784537,0.28701523000008716,0.0,-509.4569674059563,0.07012802232237637,0.0,0.0,0.48,-3.5247272430790717e-20,1.206271587500333e-20,-0.8008130504912845,27.943643618126117,1.0,-538.2801582833954,-0.48776754243477205,2
-0.007083818453128735,0.0,0.0,548.1101877637958,-71.21849528407397,0.0,-13.805058213302456,0.0,0.9886921113508966,0.0,0.0,-0.004580992109016507,0.005424484656961132,-458.0420484364879,1.0,0.0,1.0,-0.051787419531722126,0.0,1040.296618079506,0.2940990151442945,0.0,-566.677606770248,0.05822889917945221,0.0,0.0,0.47,-1.1611233593001922e-20,3.9713025632291784e-21,-0.8134704325865708,172.46483853286762,1.0,-543.3597448006453,-0.4650411340946505,2
-0.0011139081762300586,0.0,0.0,548.9980591543041,-70.06484654172485,0.0,-17.21625452810786,0.0,0.9907176164800199,0.0,0.0,0.0007006311809226529,0.003873384908457701,-526.7218327467348,1.0,0.0,1.0,-0.06016772612496844,0.0,1042.38481876986,0.2857463112172816,0.0,-564.990897101444,0.03950332607817851,0.0,0.0,0.46,-3.824997971573026e-21,1.307437248140132e-21,-0.8214143405897648,378.0862589751458,1.0,-544.2697439400264,-0.4454000176473307,2
