proc_gyro:3d:mean_z,discrete:time_of_day:between21and3,discrete:wifi_status:is_reachable_via_wifi,raw_magnet:magnitude_stats:mean,raw_magnet:3d:mean_y,discrete:time_of_day:between15and21,raw_magnet:3d:mean_x,discrete:app_state:is_active,raw_acc:magnitude_stats:mean,discrete:time_of_day:between12and18,discrete:time_of_day:between18and24,proc_gyro:3d:mean_y,proc_gyro:3d:mean_x,watch_acceleration:3d:mean_x,discrete:time_of_day:between6and12,discrete:time_of_day:between3and9,discrete:battery_state:is_unplugged,audio_properties:max_abs_value,discrete:time_of_day:between0and6,watch_acceleration:magnitude_stats:mean,raw_acc:3d:mean_x,discrete:on_the_phone:is_True,watch_acceleration:3d:mean_z,proc_gyro:magnitude_stats:mean,discrete:battery_state:is_charging,discrete:app_state:is_inactive,lf_measurements:battery_level,location_quick_features:lat_change,location_quick_features:long_change,raw_acc:3d:mean_z,watch_acceleration:3d:mean_y,discrete:time_of_day:between9and15,raw_magnet:3d:mean_z,raw_acc:3d:mean_y,label_source,label:UNKNOWN,label:LYING_DOWN,label:SITTING,label:OR_standing,label:FIX_walking,label:FIX_running,label:BICYCLING
0.0141756616545847,0.0,1.0,323.2703452381922,3.645688204490828,1.0,-22.15569901306526,0.0,0.9925987114642788,1.0,0.0,0.035286005444341,0.0146608556419103,7.491406810759671,0.0,0.0,0.0,-0.9349395659117296,0.0,1006.26247414598,0.096295549888531,0.0,-548.5711417761173,0.2171067280290059,1.0,1.0,0.55,-1.309121671731812e-05,8.854367872740368e-06,-0.7113696592312813,107.6395390056282,0.0,-91.58970342560528,-0.4966100286331917,2,0,0.0,1.0,0.0,0.0,0.0,0.0
0.0053423235086088,0.0,1.0,587.8542820764008,186.4165922496518,1.0,-17.444131863713853,0.0,0.9952440958365568,1.0,0.0,0.0121638060683516,0.0053482890291905,7.700862866752754,0.0,0.0,1.0,-0.7216933562999088,0.0,1003.9206389049808,0.0331664373552039,0.0,-773.0926476154539,0.0774364697324006,0.0,1.0,0.58,-1.1018315373532807e-05,8.281276070672064e-06,-0.9027764670964726,72.48406007823814,0.0,-511.9019142273464,-0.1611966791987762,2,0,0.0,1.0,0.0,0.0,0.0,0.0
0.0017570182407705,0.0,1.0,641.7924376639093,186.4165922496518,1.0,-16.485881767675707,1.0,0.997125546397316,1.0,0.0,0.003866136434648,0.0017816438382516,10.14592591915438,0.0,0.0,1.0,-0.5877520199948766,0.0,1003.2922160949092,0.0124148904650979,0.0,-887.1175804315573,0.0282462377305222,0.0,0.0,0.58,-9.6648778657257e-06,-1.6726211182117084e-05,-0.9667305085570406,54.15698789044424,0.0,-590.4780802875498,-0.0509107605229768,2,0,0.0,1.0,0.0,0.0,0.0,0.0
0.0006316177560264,0.0,1.0,652.9029609305361,234.92219800686456,1.0,-16.061641043995692,1.0,0.9978261644989282,1.0,0.0,0.0013734419438953,0.0005072431802552,11.396072028246206,0.0,0.0,1.0,-0.6949708482196223,0.0,1002.681120388959,0.005369734967932,0.0,-943.9807808027329,0.0113857368781108,0.0,0.0,0.58,8.396416641335533e-07,-4.165066908457871e-06,-0.9878218326609424,44.87178006275113,0.0,-605.2577157568551,-0.0136842136518475,2,0,0.0,1.0,0.0,0.0,0.0,0.0
0.0001699697506441,0.0,1.0,655.1804586633776,241.4306946163484,1.0,-15.767238612522323,1.0,0.9983182765795972,1.0,0.0,0.0003360059708853,0.0002476177309136,11.58174510127392,0.0,0.0,1.0,-0.6155193813086876,0.0,1003.0177824068884,0.0031507582825076,0.0,-973.2074560138392,0.0058908893664794,0.0,0.0,0.57,2.765965938446614e-07,1.3118863547395338e-06,-0.9950082424331776,41.3903731907729,0.0,-608.0683310530421,-0.0008451401874619,6,0,0.0,1.0,0.0,0.0,0.0,0.0
5.518164452746344e-05,0.0,1.0,655.7841547003891,242.92543398483832,1.0,-15.736765423685462,1.0,0.9985762084177662,1.0,0.0,6.622528010122422e-05,0.0001358165975513,11.293533141646138,0.0,0.0,1.0,-0.6934249787038835,0.0,1003.1734950523428,0.0022512447166692,0.0,-987.8082911571652,0.0042470405139782,0.0,0.0,0.57,-1.2500385696491215e-06,-1.1642116371132174e-05,-0.997457663932556,39.9969785408663,0.0,-608.7506213075146,0.0031151277265185,6,0,0.0,1.0,0.0,0.0,0.0,0.0
-6.348690629710119e-06,0.0,1.0,656.0418776199368,243.22752973722987,1.0,-15.487657691823085,1.0,0.9988268490784044,1.0,0.0,-2.451646893431054e-05,2.2548818740109372e-05,11.623149130876495,0.0,0.0,1.0,-0.6243665702774857,0.0,1001.2630845476364,0.0012419505018487,0.0,-992.2772991056468,0.0036549403276651,0.0,0.0,0.57,2.270520809116176e-06,7.570406255137448e-06,-0.9984426908751765,39.00491719209514,0.0,-609.054895207669,0.0039755447621642,6,0,0.0,1.0,0.0,0.0,0.0,0.0
3.2598482734708125e-05,0.0,1.0,656.2152716584918,243.4185430645972,1.0,-15.142785899127958,1.0,0.9990110326862786,1.0,0.0,2.3787863566168015e-05,-1.2501276855209928e-05,13.652672198463792,0.0,0.0,1.0,-0.5423186909515045,0.0,1002.6122534339748,0.0017659040049411,0.0,-997.8451361747368,0.0031198862977427,0.0,0.0,0.57,4.100848993781872e-06,1.1883241022661666e-05,-0.9988698470295796,37.64430248654121,0.0,-609.2014091504507,0.0042762244697784,6,0,0.0,1.0,0.0,0.0,0.0,0.0
-0.0013495055063153,0.0,1.0,656.2950314090031,243.51727869251772,1.0,-14.315265231820506,1.0,0.9992651253900722,1.0,0.0,-2.669559508813181e-05,3.841090424818203e-06,14.65125872096404,0.0,0.0,1.0,-0.3193575724330699,0.0,1002.7571841035405,0.0020275945997932,0.0,-999.9494608017296,0.0041888370939168,0.0,0.0,0.57,-4.684289664338347e-06,1.2291006800875762e-06,-0.9990814101294028,36.97308759696551,0.0,-609.2729348469448,0.005091953511013,6,0,0.0,1.0,0.0,0.0,0.0,0.0
-0.0002498118905579,0.0,1.0,656.0967114654857,243.92020676112423,1.0,-13.637756349667107,1.0,0.9988228425031972,1.0,0.0,1.2402441304386196e-05,-1.0059930173062726e-05,13.74653750735069,0.0,0.0,1.0,-0.4446884365939113,0.0,1002.75289490322,0.0018883755167351,0.0,-1000.9483061605688,0.0041888370939168,0.0,0.0,0.57,1.3209602922769795e-05,7.1124334426899e-06,-0.9987307146997894,36.12520018658559,0.0,-608.9005560145222,0.0051665790834381,6,0,0.0,1.0,0.0,0.0,0.0,0.0
