proc_gyro:3d:mean_z,discrete:time_of_day:between21and3,discrete:wifi_status:is_reachable_via_wifi,raw_magnet:magnitude_stats:mean,raw_magnet:3d:mean_y,discrete:time_of_day:between15and21,raw_magnet:3d:mean_x,discrete:app_state:is_active,raw_acc:magnitude_stats:mean,discrete:time_of_day:between12and18,discrete:time_of_day:between18and24,proc_gyro:3d:mean_y,proc_gyro:3d:mean_x,watch_acceleration:3d:mean_x,discrete:time_of_day:between6and12,discrete:time_of_day:between3and9,discrete:battery_state:is_unplugged,audio_properties:max_abs_value,discrete:time_of_day:between0and6,watch_acceleration:magnitude_stats:mean,raw_acc:3d:mean_x,discrete:on_the_phone:is_True,watch_acceleration:3d:mean_z,proc_gyro:magnitude_stats:mean,discrete:battery_state:is_charging,discrete:app_state:is_inactive,lf_measurements:battery_level,location_quick_features:lat_change,location_quick_features:long_change,raw_acc:3d:mean_z,watch_acceleration:3d:mean_y,discrete:time_of_day:between9and15,raw_magnet:3d:mean_z,raw_acc:3d:mean_y,label_source,label:UNKNOWN,label:LYING_DOWN,label:SITTING,label:OR_standing,label:FIX_walking,label:FIX_running,label:BICYCLING
-0.0004249099538866,0.0,1.0,542.4076472728734,-112.04241282124,0.0,108.63675254096796,0.0,0.99526910541779,1.0,0.0,-0.0007460609523402,0.0005341606545132,141.1581778187855,0.0,0.0,0.0,-1.5133701443742482,0.0,1023.1961588289918,0.0313996701025757,0.0,-370.0297030221542,0.0248818092067747,1.0,1.0,0.87,-2.749369030616934e-05,1.4757132200047133e-05,-0.8481462228196643,504.6519405754332,1.0,-516.2396656217421,-0.2607854185317796,2,0,0.0,1.0,0.0,0.0,0.0,0.0
-4.850564217169956e-05,0.0,1.0,555.8458395179734,-119.78820662598037,0.0,135.1665723253778,1.0,1.0005354081450912,1.0,0.0,-0.0002710801122478,0.000191882170854,67.88835766205048,0.0,0.0,0.0,-1.7316485342238837,0.0,1022.002945576634,0.003418532839298,0.0,-693.126681361553,0.0112380422274698,1.0,0.0,0.88,-1.1739342856733422e-05,-2.264356648048016e-05,-0.9521369326212872,258.2475027692223,1.0,-524.9722318474097,-0.080580547360514,2,0,0.0,1.0,0.0,0.0,0.0,0.0
-0.0003305164434809,0.0,1.0,558.5439959684008,-121.68543822569193,0.0,140.54821328636098,0.0,1.0022452398350443,1.0,0.0,-7.918552977169768e-05,0.0001205916947655,31.04366137580569,0.0,0.0,0.0,-1.904578067293229,0.0,1022.2058361791228,-0.0055225088745967,0.0,-857.3008828901085,0.0073875709881784,1.0,0.0,0.89,4.850311555002465e-06,-9.467079778986512e-06,-0.9862720585044844,135.62543721809448,1.0,-526.5573841110712,-0.020475576058771,2,0,0.0,1.0,0.0,0.0,0.0,0.0
0.0001644384417982,0.0,1.0,562.018038697042,-74.67150803821846,0.0,117.21655088263346,0.0,1.0022350753648857,1.0,0.0,-0.0004021278863854,-0.000368714433249,-157.87231287365867,0.0,0.0,1.0,-1.533459172540094,0.0,1031.189228197274,-0.0049955791185219,0.0,-457.2134706619851,0.0047975297425875,0.0,1.0,0.89,1.5009356490166232e-05,-4.458321440495481e-06,-0.9969705733875776,302.8537183352606,1.0,-544.424491283965,-0.0055416179422802,2,0,0.0,1.0,0.0,0.0,0.0,0.0
0.000344368113336,0.0,1.0,571.4967839941928,-60.05728120872734,0.0,115.952324046408,1.0,1.0024111044406585,1.0,0.0,-0.000212865942191,-0.0002601838025545,-156.44904814699413,0.0,0.0,1.0,-1.423266916478226,0.0,1031.945107606974,-0.0058521529630705,0.0,-700.8155028070817,0.0038828743615591,0.0,0.0,0.89,1.8355971297187296e-05,1.8861194635014287e-06,-1.0006596691540703,341.3945998003311,1.0,-556.6061152031104,-0.0021471516380397,2,0,0.0,1.0,0.0,0.0,0.0,0.0
0.0005877562879605,0.0,1.0,572.5697424724505,-56.8056255364549,0.0,115.3201477012626,1.0,1.002481733305718,1.0,0.0,-9.790060862511944e-06,2.9417070506774308e-05,-548.3907345360465,0.0,0.0,1.0,-1.4294600205754104,0.0,1023.4282038598128,-0.0059561675521353,0.0,-449.36203968536864,0.0036242519000274,0.0,0.0,0.89,1.2082064532351272e-05,1.1353410414991498e-05,-1.0018850190260795,298.3330620727494,1.0,-558.0390475852329,-0.0025386723443739,2,0,0.0,1.0,0.0,0.0,0.0,0.0
-8.624603803141927e-05,0.0,1.0,572.6151477853139,-55.76953468206296,0.0,115.2400297199704,1.0,1.0025659490496772,1.0,0.0,2.337586255414659e-05,0.0001265209772762,-537.0181873319677,0.0,0.0,1.0,-1.4804951256089998,0.0,1023.8205296169622,-0.0054101105760244,0.0,-477.9636026292965,0.003440046325352,0.0,0.0,0.89,3.309522317283273e-06,-2.299224503910578e-06,-1.0023562608825705,357.2599099603256,1.0,-558.1430668524677,-0.0012554636702382,2,0,0.0,1.0,0.0,0.0,0.0,0.0
0.0057851611127032,0.0,1.0,572.6736562318387,-62.91582013131911,0.0,121.2019833415602,1.0,1.001956375008026,1.0,0.0,0.0051122467071639,8.615344685570256e-05,-354.6281357458706,0.0,0.0,1.0,-1.0402208066862,0.0,1029.4622189161344,-0.0077700148299628,0.0,-540.0710638567876,0.2014984767207615,0.0,0.0,0.89,3.101963518887317e-06,-4.1108472783851e-06,-0.9825553357090308,514.9438301270515,1.0,-555.7610929845371,-0.0558690655111073,2,0,0.0,1.0,0.0,0.0,0.0,0.0
0.0019730176084012,0.0,1.0,572.932886493008,-59.74201419301472,0.0,126.72528532213748,1.0,1.0022289144761345,1.0,0.0,0.0017422048568613,-0.0001433971215673,-196.0429778178537,0.0,0.0,1.0,-2.2406353639361747,0.0,1031.4670325844636,-0.0081717885262627,0.0,-659.6892135761971,0.0711142461092025,0.0,0.0,0.89,1.0218556084160205e-06,-6.825995992314636e-07,-0.9958052867886562,596.6093269781561,1.0,-555.4563221172933,-0.0242382432831199,2,0,0.0,1.0,0.0,0.0,0.0,0.0
0.0012547865069781,0.0,1.0,573.4371919951435,-58.70164848393316,0.0,127.9591705491603,1.0,1.0023683676632442,1.0,0.0,0.0005657087046965,6.563895828366227e-05,-119.73692512838716,0.0,0.0,1.0,-1.767848811823997,0.0,1033.7441912647107,-0.0057932640039069,0.0,-726.4984579020833,0.0267033214503664,0.0,0.0,0.89,1.173644471986642e-05,-1.0957186084467656e-05,-1.000238378551911,627.2732553403758,1.0,-555.8824713545104,-0.0113092369380242,2,0,0.0,1.0,0.0,0.0,0.0,0.0
